id_bo_luat,toi_danh,dieu,khoan,noi_dung,nhan_dieu_luat,muc_hinh_phat,muc_hinh_phat_cao_nhat,phan_loai_toi_pham,thoi_han_dieu_tra,gia_han_dieu_tra_1,gia_han_dieu_tra_2,gia_han_dieu_tra_3,thoi_han_dieu_tra_bo_sung_vks,thoi_han_dieu_tra_bo_sung_ta,thoi_hieu,thoi_han_tam_giam,gia_han_tam_giam_1,gia_han_tam_giam_2,gia_han_tam_giam_3,gia_han_tam_giam_4
198_1,Lừa dối khách hàng,198,1,"1. Người nào trong việc mua, bán hàng hóa hoặc cung cấp dịch vụ mà cân, đong, đo, đếm, tính gian hàng hóa, dịch vụ hoặc dùng thủ đoạn gian dối khác thuộc một trong các trường hợp sau đây, thì bị phạt cảnh cáo, phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm: a) đã bị xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm; b) thu lợi bất chính từ 5.000.000 đồng đến dưới 50.000.000 đồng.","Khoản 1, Điều 198 - Lừa dối khách hàng",Cảnh cáo; Phạt tiền từ 10.000.000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm,Cải tạo không giam giữ đến 3 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
198_2,Lừa dối khách hàng,198,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm: a) có tổ chức; b) có tính chất chuyên nghiệp; c) dùng thủ đoạn xảo quyệt; d) thu lợi bất chính 50.000.000 đồng trở lên.","Khoản 2, Điều 198 - Lừa dối khách hàng",Phạt tiền từ 100000000 đồng đến 500000000 đồng; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
199_1,Vi phạm quy định về cung ứng điện,199,1,"1. Người nào có trách nhiệm mà đóng điện, cắt điện, từ chối cung cấp điện trái quy định của pháp luật hoặc trì hoãn việc xử lý sự cố điện không có lý do chính đáng thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 30.000.000 đồng đến 150.000.000 đồng, phạt cải tạo không giam giữ đến 02 năm hoặc phạt tù từ 03 tháng đến 02 năm: a) gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%; c) gây thiệt hại về tài sản từ 200.000.000 đồng đến dưới 500.000.000 đồng; d) đã bị xử lý kỷ luật, xử phạt vi phạm hành chính về một trong các hành vi quy định tại điều này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm.","Khoản 1, Điều 199 - Vi phạm quy định về cung ứng điện",Phạt tiền từ 30000000 đồng đến 150000000 đồng; Cải tạo không giam giữ đến 02 năm; Tù từ 03 tháng đến 02 năm,Tù 02 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
199_2,Vi phạm quy định về cung ứng điện,199,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 150.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm: a) làm chết người; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%; c) gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng.","Khoản 2, Điều 199 - Vi phạm quy định về cung ứng điện",Phạt tiền từ 150000000 đồng đến 500000000 đồng; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
199_3,Vi phạm quy định về cung ứng điện,199,3,"3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 03 năm đến 07 năm: a) làm chết 02 người trở lên; b) gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên; c) gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.","Khoản 3, Điều 199 - Vi phạm quy định về cung ứng điện",Tù từ 03 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
200_1,Trốn thuế,200,1,"1. người nào thực hiện một trong các hành vi sau đây trốn thuế với số tiền từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử phạt vi phạm hành chính về hành vi trốn thuế hoặc đã bị kết án về tội này hoặc về một trong các tội quy định tại các điều 188, 189, 190, 191, 192, 193, 194, 195, 196, 202, 250, 251, 253, 254, 304, 305, 306, 309 và 311 của bộ luật này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 03 tháng đến 01 năm: a) không nộp hồ sơ đăng ký thuế; không nộp hồ sơ khai thuế; nộp hồ sơ khai thuế sau 90 ngày kể từ ngày hết hạn nộp hồ sơ khai thuế hoặc hết thời hạn gia hạn nộp hồ sơ khai thuế theo quy định của pháp luật; b) không ghi chép trong sổ kế toán các khoản thu liên quan đến việc xác định số tiền thuế phải nộp; c) không xuất hóa đơn khi bán hàng hóa, dịch vụ hoặc ghi giá trị trên hóa đơn bán hàng thấp hơn giá trị thanh toán thực tế của hàng hóa, dịch vụ đã bán; d) sử dụng hóa đơn, chứng từ không hợp pháp để hạch toán hàng hóa, nguyên liệu đầu vào trong hoạt động phát sinh nghĩa vụ thuế làm giảm số tiền thuế phải nộp hoặc làm tăng số tiền thuế được miễn, số tiền thuế được giảm hoặc tăng số tiền thuế được khấu trừ, số tiền thuế được hoàn; đ) sử dụng chứng từ, tài liệu không hợp pháp khác để xác định sai số tiền thuế phải nộp, số tiền thuế được hoàn; e) khai sai với thực tế hàng hóa xuất khẩu, nhập khẩu mà không khai bổ sung hồ sơ khai thuế sau khi hàng hóa đã được thông quan, nếu không thuộc trường hợp quy định tại điều 188 và điều 189 của bộ luật này; g) cố ý không kê khai hoặc khai sai về thuế đối với hàng hóa xuất khẩu, nhập khẩu, nếu không thuộc trường hợp quy định tại điều 188 và điều 189 của bộ luật này; h) câu kết với người gửi hàng để nhập khẩu hàng hóa, nếu không thuộc trường hợp quy định tại điều 188 và điều 189 của bộ luật này; i) sử dụng hàng hóa thuộc đối tượng không chịu thuế, miễn thuế, xét miễn thuế không đúng mục đích quy định mà không khai báo việc chuyển đổi mục đích sử dụng với cơ quan quản lý thuế.","Khoản 1, Điều 200 - Trốn thuế",Phạt tiền từ 100000000 đồng đến 500000000 đồng; Tù từ 03 tháng đến 01 năm,Tù 01 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
200_2,Trốn thuế,200,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 500.000.000 đồng đến 1.500.000.000 đồng hoặc phạt tù từ 01 năm đến 03 năm: a) có tổ chức; b) số tiền trốn thuế từ 300.000.000 đồng đến dưới 1.000.000.000 đồng; c) lợi dụng chức vụ, quyền hạn; d) phạm tội 02 lần trở lên; đ) tái phạm nguy hiểm.","Khoản 2, Điều 200 - Trốn thuế",Phạt tiền từ 500000000 đồng đến 1500000000 đồng; Tù từ 01 năm đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
200_3,Trốn thuế,200,3,"3. Phạm tội trốn thuế với số tiền 1.000.000.000 đồng trở lên, thì bị phạt tiền từ 1.500.000.000 đồng đến 4.500.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm:","Khoản 3, Điều 200 - Trốn thuế",Phạt tiền từ 1500000000 đồng đến 4500000000 đồng; Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
201_1,Cho vay lãi nặng trong giao dịch dân sự,201,1,"1. Người nào trong giao dịch dân sự mà cho vay với lãi suất gấp 05 lần trở lên của mức lãi suất cao nhất quy định trong bộ luật dân sự, thu lợi bất chính từ 30.000.000 đồng đến dưới 100.000.000 đồng hoặc đã bị xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm.","Khoản 1, Điều 201 - Cho vay lãi nặng trong giao dịch dân sự",Phạt tiền từ 50000000 đồng đến 200000000 đồng; Cải tạo không giam giữ đến 03 năm,Cải tạo không giam giữ đến 3 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
201_2,Cho vay lãi nặng trong giao dịch dân sự,201,2,"2. Phạm tội mà thu lợi bất chính 100.000.000 đồng trở lên, thì bị phạt tiền từ 200.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 06 tháng đến 03 năm.","Khoản 2, Điều 201 - Cho vay lãi nặng trong giao dịch dân sự",Phạt tiền từ 200000000 đồng đến 1000000000 đồng; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
202_1,"Làm, buôn bán tem giả, vé giả",202,1,"1. Người nào làm, buôn bán các loại tem giả, vé giả thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) tem giả, vé giả không có mệnh giá có số lượng từ 15.000 đơn vị đến dưới 30.000 đơn vị; b) tem giả, vé giả có mệnh giá có tổng trị giá từ 50.000.000 đồng đến dưới 200.000.000 đồng; c) đã bị xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm; d) thu lợi bất chính từ 30.000.000 đồng đến dưới 100.000.000 đồng.","Khoản 1, Điều 202 - Làm, buôn bán tem giả, vé giả",Phạt tiền từ 30000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
202_2,"Làm, buôn bán tem giả, vé giả",202,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 02 năm đến 07 năm: a) có tổ chức; b) lợi dụng chức vụ, quyền hạn; c) tem giả, vé giả không có mệnh giá có số lượng 30.000 đơn vị trở lên; d) tem giả, vé giả có mệnh giá có tổng trị giá 200.000.000 đồng trở lên; đ) thu lợi bất chính 100.000.000 đồng trở lên; e) tái phạm nguy hiểm.","Khoản 2, Điều 202 - Làm, buôn bán tem giả, vé giả",Phạt tiền từ 100000000 đồng đến 500000000 đồng; Tù từ 02 năm đến 07 năm,Tù 07 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
203_1,"In, phát hành, mua bán trái phép hóa đơn, chứng từ thu nộp ngân sách nhà nước",203,1,"1. Người nào in, phát hành, mua bán trái phép hóa đơn, chứng từ thu nộp ngân sách nhà nước ở dạng phôi từ 50 số đến dưới 100 số hoặc hóa đơn, chứng từ đã ghi nội dung từ 10 số đến dưới 30 số hoặc thu lợi bất chính từ 30.000.000 đồng đến dưới 100.000.000 đồng, thì bị phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm.","Khoản 1, Điều 203 - In, phát hành, mua bán trái phép hóa đơn, chứng từ thu nộp ngân sách nhà nước",Phạt tiền từ 50000000 đồng đến 200000000 đồng; Cải tạo không giam giữ đến 03 năm; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
203_2,"In, phát hành, mua bán trái phép hóa đơn, chứng từ thu nộp ngân sách nhà nước",203,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 200.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm: a) có tổ chức; b) có tính chất chuyên nghiệp; c) lợi dụng chức vụ, quyền hạn; d) hóa đơn, chứng từ ở dạng phôi từ 100 số trở lên hoặc hóa đơn, chứng từ đã ghi nội dung từ 30 số trở lên; đ) thu lợi bất chính 100.000.000 đồng trở lên; e) gây thiệt hại cho ngân sách nhà nước 100.000.000 đồng trở lên; g) tái phạm nguy hiểm.","Khoản 2, Điều 203 - In, phát hành, mua bán trái phép hóa đơn, chứng từ thu nộp ngân sách nhà nước",Phạt tiền từ 200000000 đồng đến 500000000 đồng; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
204_1,"Vi phạm quy định về bảo quản, quản lý hóa đơn, chứng từ thu nộp ngân sách nhà nước",204,1,"1. Người nào có trách nhiệm bảo quản, quản lý hóa đơn, chứng từ mà vi phạm quy định của nhà nước về bảo quản, quản lý hóa đơn, chứng từ thu nộp ngân sách nhà nước gây thiệt hại cho ngân sách nhà nước hoặc cho người khác từ 100.000.000 đồng đến dưới 500.000.000 đồng, thì bị phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm.","Khoản 1, Điều 204 - Vi phạm quy định về bảo quản, quản lý hóa đơn, chứng từ thu nộp ngân sách nhà nước",Phạt tiền từ 10000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm,Cải tạo không giam giữ đến 3 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
204_2,"Vi phạm quy định về bảo quản, quản lý hóa đơn, chứng từ thu nộp ngân sách nhà nước",204,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 06 tháng đến 03 năm: a) phạm tội 02 lần trở lên; b) gây thiệt hại 500.000.000 đồng trở lên.","Khoản 2, Điều 204 - Vi phạm quy định về bảo quản, quản lý hóa đơn, chứng từ thu nộp ngân sách nhà nước",Phạt tiền từ 100000000 đồng đến 500000000 đồng; Tù từ 06 tháng đến 03 năm,Tù 03 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
205_1,Lập quỹ trái phép,205,1,"1. Người nào lợi dụng chức vụ, quyền hạn lập quỹ trái quy định của pháp luật và đã sử dụng quỹ đó gây thiệt hại cho tài sản của nhà nước từ 50.000.000 đồng đến dưới 200.000.000 đồng hoặc đã bị xử lý kỷ luật về hành vi này mà còn vi phạm, thì bị phạt tiền từ 50.000.000 đồng đến 100.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm.","Khoản 1, Điều 205 - Lập quỹ trái phép",Phạt tiền từ 50000000 đồng đến 100000000 đồng; Cải tạo không giam giữ đến 03 năm,Cải tạo không giam giữ đến 3 năm,Ít nghiêm trọng,2,2,,,2,1,5,,,,,
205_2,Lập quỹ trái phép,205,2,"2. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm: a) dùng thủ đoạn xảo quyệt để trốn tránh việc kiểm soát; b) để thực hiện hành vi vi phạm pháp luật khác; c) gây thiệt hại cho tài sản của nhà nước từ 200.000.000 đồng đến dưới 1.000.000.000 đồng.","Khoản 2, Điều 205 - Lập quỹ trái phép",Phạt tiền từ 100000000 đồng đến 500000000 đồng; Tù từ 01 năm đến 05 năm,Tù 05 năm,Nghiêm trọng,3,3,2,,2,1,10,,,,,
